排名,专业,专业代码,所属专业类,所属学科门类,专业榜总分,机会规模指数,直接对口指数,独占指数得分,专业相关招录人数,直接对口招录人数,专业独占指数,全部可报招录人数_含不限,折算独占招录人数,专业类共享招录人数,学科门类共享招录人数,专业不限招录人数
780,斯洛文尼亚语,050254,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
781,斯瓦希里语,050225,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
782,格鲁吉亚语,050271T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
783,桑戈语,050200T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
784,梵语巴利语,050211,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
785,比斯拉马语,050287T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
786,毛利语,050283T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
787,汤加语,050284T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
788,泰米尔语,050239,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
789,爱尔兰语,050251,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
790,爱沙尼亚语,050255,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
791,瑞典语,050233,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
792,白俄罗斯语,050282T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
793,皮金语,050297T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
794,祖鲁语,050259,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
795,科摩罗语,050278T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
796,立陶宛语,050253,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
797,索马里语,050265T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
798,约鲁巴语,050268T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
799,纽埃语,050296T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
800,绍纳语,050280T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
801,罗马尼亚语,050231,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
802,芬兰语,050246,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
803,茨瓦纳语,050276T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
804,荷兰语,050245,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
805,萨摩亚语,050285T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
806,豪萨语,050224,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
807,达里语,050288T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
808,迪维希语,050290T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
809,阿塞拜疆语,050272T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
810,阿姆哈拉语,050263T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
811,阿尔巴尼亚语,050226,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
812,阿非利卡语,050273T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
813,隆迪语,050293T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
814,马其顿语,050274T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
815,马耳他语,050256,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
816,马达加斯加语,050270T,外国语言文学类,文学,10.447,11.5018,12.5745,5.7807,230,0,0.0013423,5589.0,7.502093,76,22,5359
817,数字戏剧,130316T,戏剧与影视学类,艺术学,10.1818,4.4696,12.5745,15.9714,136,0,0.00158489,5495.0,8.708978,103,16,5359
818,数字演艺设计,130317T,戏剧与影视学类,艺术学,10.1818,4.4696,12.5745,15.9714,136,0,0.00158489,5495.0,8.708978,103,16,5359
819,智能影像艺术,130318T,戏剧与影视学类,艺术学,10.1818,4.4696,12.5745,15.9714,136,0,0.00158489,5495.0,8.708978,103,16,5359
820,戏剧教育,130313T,戏剧与影视学类,艺术学,9.9106,4.0524,12.5745,15.5542,135,0,0.00157118,5494.0,8.632055,102,16,5359
821,曲艺,130314TK,戏剧与影视学类,艺术学,9.9106,4.0524,12.5745,15.5542,135,0,0.00157118,5494.0,8.632055,102,16,5359
822,流行舞蹈,130211T,音乐与舞蹈学类,艺术学,8.5489,2.6222,12.5745,12.3957,80,0,0.00144646,5439.0,7.867276,48,16,5359
823,流行音乐,130209T,音乐与舞蹈学类,艺术学,8.5489,2.6222,12.5745,12.3957,80,0,0.00144646,5439.0,7.867276,48,16,5359
824,舞蹈治疗,130214TK,音乐与舞蹈学类,艺术学,8.5489,2.6222,12.5745,12.3957,80,0,0.00144646,5439.0,7.867276,48,16,5359
825,音乐治疗,130210T,音乐与舞蹈学类,艺术学,8.5489,2.6222,12.5745,12.3957,80,0,0.00144646,5439.0,7.867276,48,16,5359
826,音乐科技,130215T,音乐与舞蹈学类,艺术学,8.5489,2.6222,12.5745,12.3957,80,0,0.00144646,5439.0,7.867276,48,16,5359
827,作曲与作曲技术理论,130203,音乐与舞蹈学类,艺术学,8.1585,2.205,12.5745,11.5018,78,0,0.00143284,5437.0,7.790353,46,16,5359
828,冰雪舞蹈表演,130213TK,音乐与舞蹈学类,艺术学,8.1585,2.205,12.5745,11.5018,78,0,0.00143284,5437.0,7.790353,46,16,5359
829,航空服务艺术与管理,130208TK,音乐与舞蹈学类,艺术学,7.9529,2.0262,12.5745,10.9654,77,0,0.00142653,5436.0,7.754639,45,16,5359
830,天文学,070401,天文学类,理学,7.3808,7.1514,12.5745,0.4768,228,0,0.00129016,5587.0,7.208139,0,39,5359
831,实验艺术,130407TK,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
832,漫画,130410T,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
833,科技艺术,130412TK,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
834,美术教育,130413TK,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
835,虚拟空间艺术,130414T,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
836,跨媒体艺术,130408TK,美术学类,艺术学,5.0298,1.0131,12.5745,0.8939,55,0,0.00129428,5414.0,7.007218,21,16,5359
837,中国画,130406T,美术学类,艺术学,4.6514,0.4768,12.5745,0.2384,54,0,0.00128978,5413.0,6.981577,20,16,5359
838,纤维艺术,130411T,美术学类,艺术学,4.6514,0.4768,12.5745,0.2384,54,0,0.00128978,5413.0,6.981577,20,16,5359
839,雕塑,130403,美术学类,艺术学,4.6514,0.4768,12.5745,0.2384,54,0,0.00128978,5413.0,6.981577,20,16,5359
840,艺术史论,130101,艺术学理论类,艺术学,4.4011,0.0,12.5745,0.0,43,0,0.00126868,5402.0,6.853407,9,16,5359
